hebrew,count
לַאֲתַר,17
אַרְיֵה,17
מְצַיֵּין,17
לְבַקֵּר,17
הַקְּרָב,17
רֶצַח,17
הַקָּהָל,17
הַבְּרִיאוּת.,17
תְּכוּנוֹת,17
הוֹלְכִים,17
מַזְכִּיר,17
לִשְׁתּוֹת,17
הוֹסִיף,17
קוֹלָהּ,17
נִשְׁלַח,17
אֵי,17
חַם,17
מְבִיאִים,17
"""הִיא",17
הָעֲלִילָה,17
לְהָכִין,17
תְּמִיכָה,17
וְאֵיךְ,17
מִשְׁפַּט,17
תְּבִיעָה,17
אָבִיו,17
מְתָאֵר,17
מַעֲמָד,17
לִתְפּוֹס,17
"קָטָן,",17
הָאֱמוּנָה,17
עוֹרֵךְ,17
סַאלַח,17
הֶעָתִיד,17
"טוֹב,",17
אֶבֶן,17
גְּדוֹלוֹת,17
פָּנֶיהָ,17
פְּעִילוּיוֹת,17
שׁוֹנוֹת.,17
הַסִּיפּוּר.,17
תֵּיאוּר,17
"הָעֲבוֹדָה,",17
יְרוּשָׁלַיִם,17
הַשָּׁעָה,17
אִשָּׁה,17
"א""י",17
בְּהִירוֹשִׁימָה,17
הֶדְסוֹן,17
בְּמַסְלוּל,17
לָגַעַת,17
לַעֲסוֹק,17
הַמִּין,17
הֵבִיאוּ,17
פָּנָה,17
קָשׁוּר,17
הַתּוֹכְנִית,17
הַצְהָרַת,17
קוֹלוֹ,17
חָשׁ,17
הַכֶּלֶב,17
הוֹצִיא,17
חִיּוּךְ,17
הוֹדָעַת,17
בָּרַכֶּבֶת,17
אִמָּא.,17
הַמְּעָרָה,17
הקצרמרים,17
החיצוניים,17
תופעה,17
מאחורי,17
בשירות,17
נודע,17
בואך,17
עצמית,17
רחבה,17
פרוץ,17
אדולף,17
מזרחי,17
בהצבעת,17
האצולה,17
לעודד,17
צ'רצ'יל,17
שנוצרו,17
ממוקמת,17
נוסחאות,17
השבעים,17
להתקיים,17
היועץ,17
סנקט,17
עומדת,17
כראוי,17
נבחרות,17
כמפקד,17
מתנצל,17
אסיה,17
תחבורה,17
נתקלת,17
יודעת,17
לאנגלית,17
החמישית,17
החלל,17
במדיניות,17
המאוחדת,17
בקבוצה,17
ואחד,17
מנצ'סטר,17
האדומים,17
אנג'לס,17
עורכים,17
הצפוני,17
המכון,17
אבו,17
להמשך,17
הסרטים,17
אהרן,17
זילנד,17
בדלפק,17
ניצב,17
הכוכבים,17
ההכנות,17
הועלה,17
הרקע,17
ויזואלית,17
לשרת,17
שרון,17
לגייס,17
שיחקה,17
שאינן,17
הערבי,17
מסך,17
כשאני,17
חרדי,17
עסקו,17
ניתוח,17
בטרם,17
שמועות,17
מקוצר,17
מניעה,17
טיעון,17
פרשנות,17
שלילי,17
הקים,17
עוז,17
הציע,17
בכוח,17
מסע,17
הקיץ,17
ברוסיה,17
הנשים,17
חמושים,17
כידוע,17
ארוכים,17
לזכור,17
נערכה,17
שנעשה,17
בפירוש,17
קוד,17
נרצחו,17
לשחקן,17
ודרך,17
הנביאים,17
פותחו,17
פוקס,17
ז'בוטינסקי,17
שופץ,17
עוסקים,17
פתאום,17
נווה,17
אמנות,17
שנמחקה,17
ולמצוא,17
מנסים,17
החלוקה,17
ההסבר,17
השיח,17
ולו,17
מספקת,17
נוצרים,17
מחזיק,17
עריכתך,17
בגרסאות,17
מקביל,17
עברתי,17
לבריאות,17
גולדשטיין,17
קשות,17
צפיפות,17
בפעילות,17
באירלנד,17
טנקים,17
נותרה,17
הכתוב,17
בערוץ,17
מאידך,17
באולם,17
הוכחה,17
החוקים,17
הטובה,17
העיירה,17
בסיסית,17
פורומים,17
רשאי,17
פורסמה,17
מטוס,17
דיסני,17
באילת,17
התחיל,17
הגרמנית,17
שליש,17
בריטי,17
בסכנת,17
הטיעון,17
מינים,17
ביטחון,17
עקיבא,17
פרסומי,17
לשאלתך,17
היותר,17
ומי,17
כערך,17
פטור,17
מבטיח,17
מטרות,17
נניח,17
הכרחי,17
ואינו,17
מנוע,17
השירים,17
לנשים,17
התעופה,17
נראים,17
תפיסת,17
ששם,17
להבא,17
פיצול,17
הסוג,17
לנמק,17
בלהקה,17
שהשם,17
לזוז,17
קטע,17
ארמון,17
אכתוב,17
קולות,17
מפגש,17
הינה,17
חובב,17
בארכיון,17
מיותרות,17
מסיבה,17
דורית,17
התפילה,17
המרד,17
המנדט,17
בעיניי,17
תרצו,17
לאותו,17
ציינת,17
להסתפק,17
שכבות,17
סיטי,17
לצפייה,17
מייקל,17
לסוף,17
מסגרת,17
יאיר,17
הראשונות,17
חישוב,17
אמת,17
מוכרת,17
טכני,17
מלאכי,17
הוסיפו,17
הכביש,17
מקס,17
עלילה,17
האחות,17
בספק,17
ציינתי,17
באף,17
חברו,17
חוש,17
בעייה,17
סרק,17
צבאיות,17
בנים,17
חותם,17
מוטה,17
לרגע,17
מוביל,17
בקושי,17
הלינק,17
חשב,17
מחכה,17
נותנים,17
לפרט,17
"ח""ח",17
פוגע,17
ט,17
בִּבְאֵר,17
טוֹבַת,17
הָעֵינַיִים,17
הַחֲלָלִית,17
בַּסּוֹף,16
לְוַודֵּא,16
בַּחוּץ,16
שֶׁבָּא,16
קְצָרָה,16
לָעִיר,16
נְסִיעָה,16
קָפֶה,16
הַבַּיְתָה.,16
עוֹבְרִים,16
וּכְבָר,16
הָאֵירוּעַ,16
בָּאוּ,16
נוֹחַ,16
הַזּוֹ.,16
אֱמֶת,16
מִגִּיל,16
חֲפָצִים,16
הַחְלָטַת,16
בָּאִינְטֶרְנֵט,16
יָשָׁר,16
"בד""כ",16
הָרָצוֹן,16
קְשָׁרִים,16
50,16
לָגוּר,16
מֶזֶג,16
בִּתְנָאֵי,16
הַתְּמוּנָה,16
חַיִּים.,16
שֶׁרוֹב,16
כּוּלָּנוּ,16
הָאִישִׁי,16
חִינּוּךְ,16
מִשְׁתַּמְּשִׁים,16
תּוֹפָעָה,16
בָּאִים,16
רֶשֶׁת,16
לְאַנְשֵׁי,16
נְיוּ,16
בִּיטּוּל,16
שֶׁקֶל,16
כַּרְטִיס,16
8,16
כֵּיף,16
הַכּוֹל,16
לָהֶם.,16
אִיתָּם,16
הַמַּטָּרָה,16
לְשֶׁעָבַר,16
לִמְנִיעַת,16
בְּמֵרְץ,16
עֲלִיָּיה,16
הָרֶקַע,16
הַקָּשִׁים,16
הִתְנַהֲגוּת,16
הֵיכָן,16
הִתְבָּרֵר,16
הֶיקֵּף,16
יָדְעוּ,16
תּוֹם,16
"אָבִיב,",16
מַמְשִׁיכָה,16
בַּשָּׁלָב,16
תּוֹכְנִיּוֹת,16
עֲרָכִים,16
חַד,16
וּכְלֵי,16
בִּקְבוּצַת,16
שֶׁנֶּעֱרַךְ,16
כִּתְבֵי,16
מֵעֵין,16
נִכְתְּבָה,16
הַבְּחִירָה,16
לוֹמְדִים,16
שֶׁהִגִּיעוּ,16
בְּאַחַת,16
מַצְלִיחִים,16
סְגַן,16
לְנַצֵּל,16
נִיהוּל,16
"הָרִאשׁוֹנָה,",16
הִרְגִּישָׁה,16
הַנְּתוּנִים,16
תְּשׂוּמֶת,16
הֵיטֵב.,16
צְפוּיִים,16
בְּרוֹב,16
בִּתְנָאִים,16
וּבְנֵי,16
בְּנִיַּית,16
הֶחָשׁוּב,16
הָעִיקָּרִי,16
כְּשֶׁהֵם,16
לְפִיהָ,16
הַגְּדוֹלוֹת,16
אוֹסְקָר,16
הַכּוֹכָבִים,16
"הִיא,",16
הַטִּיסָה,16
הָאָרֶץ.,16
הַטֶּבַע,16
עָלֶיהָ.,16
הַשִּׁיר,16
גְּדוֹלָה.,16
שַׁעַר,16
הוֹפֶכֶת,16
בִּבְנֵי,16
פְּרָט,16
"אֵלּוּ,",16
נִדְמֶה,16
רַחֲבֵי,16
בַּמֵּאָה,16
שָׁמַע,16
הַפְּנִים,16
חֲשׁוּבִים,16
מְסוּיָּמִים,16
"בִּי,",16
טָעֲנוּ,16
הֲקָמַת,16
אֲחֵרוֹת.,16
בְּנוֹ,16
בִּי.,16
בַּסִּיפּוּר,16
בְּהֶיקֵּף,16
30,16
שֶׁקּוֹרֶה,16
אוֹתָן.,16
מְיוּחֶדֶת,16
"בָּאָרֶץ,",16
עַל-יְדֵי,16
כּוֹס,16
נִרְאִים,16
"הַזֹּאת,",16
יוֹצְאִים,16
הָאֲמֵרִיקָאִים,16
צִיּוּד,16
עֵינַיִים,16
מְגַלֶּה,16
שׁוֹאֵל,16
הַקָּשׁוּר,16
"רִאשׁוֹן,",16
"אָמַר,",16
הָרַבִּים,16
הַשְׁרָאָה,16
לַחֲקוֹר,16
הַסִּדְרָה,16
הַזֹּאת.,16
הַשּׁוֹנוֹת,16
הֵבִינוּ,16
הַפָּנִים,16
פְּשׁוּטָה,16
רַעַשׁ,16
שְׁעוֹן,16
חוֹל,16
הַסּוֹף,16
וְאַנְשֵׁי,16
הָחֵל,16
מַדְרִיךְ,16
הַמָּצוֹר,16
הַתּוֹקֶף,16
הַבִּיטּוּי,16
"אַבָּא,",16
בְּהֶדְסוֹן,16
יְצִירַת,16
הַצְּבָאִית,16
ג'וֹרְדֶּן,16
וּבְכָךְ,16
לַעֲשׂוֹת.,16
הַנָּאצִית,16
רַב.,16
פָּתְחָה,16
פֶּנְסִיָּה,16
"""חִיסָּכוֹן",16
"יֶלֶד""",16
לְעוֹבֵד,16
לְבִיטּוּחַ,16
מָהִיר,16
חָל,16
לְלִשְׁכַּת,16
הָרַעַשׁ,16
בְּדִיוּק,16
מִפְלֶצֶת,16
חַיָּב,16
"""אֶת",16
הנשק,16
החליטו,16
אחדות,16
גורדי,16
שרוצים,16
הצליחה,16
לתחום,16
גויס,16
"בתנ""ך",16
בברלין,16
באנגליה,16
החלטת,16
בבריטניה,16
חיילי,16
לחם,16
צעירים,16
נסיון,16
בחירה,16
האולימפיאדה,16
הביעו,16
עדכונים,16
הגדולים,16
גשר,16
לילדים,16
מיליארד,16
מתייחסת,16
תפקידים,16
העולמי,16
להשקיע,16
בתחומים,16
הכדורסל,16
גרם,16
המשפחות,16
חרדים,16
מונרכיה,16
בכלי,16
החבר,16
בימינו,16
במישור,16
ג'רזי,16
היוו,16
נרצח,16
חיו,16
המירוץ,16
תיכון,16
בישיבה,16
האופוזיציה,16
דגלי,16
פיצוץ,16
ובנוסף,16
לפצל,16
בובות,16
נדרשת,16
הבכורה,16
שלפני,16
עזבו,16
שציינתי,16
שלט,16
הנאצים,16
מאנגלית,16
לגרום,16
בשיתוף,16
במירוץ,16
המעבר,16
אותנו,16
נותרו,16
לצמיתות,16
לזכרו,16
כח,16
מגוון,16
שאף,16
אזרחי,16
פונקציות,16
לאנגליה,16
מאי,16
דיין,16
שראיתי,16
מיעוט,16
שהופיעו,16
ועיצוב,16
יימחק,16
פסקת,16
לומדים,16
ביקשת,16
הבריטית,16
לקוראים,16
הוצג,16
להצבעת,16
התחנה,16
שדרות,16
בחלקו,16
מטה,16
חוקר,16
מאן,16
ההלכה,16
בחיים,16
ואחר,16
באקדמיה,16
חברון,16
רפואה,16
להבדיל,16
משמעית,16
הקריטריונים,16
המצווה,16
נובל,16
לנשיא,16
הפרת,16
לגיטימי,16
רוברט,16
באיטליה,16
עשרים,16
באלבום,16
בשכונה,16
עדיפה,16
שנייה,16
שהמצב,16
חולון,16
נצטרך,16
הנושאים,16
להביע,16
למלחמת,16
מדינית,16
מסכימים,16
הוראות,16
תרם,16
תוכלו,16
לכתיבה,16
פחד,16
הטנק,16
אולמרט,16
אסמכתא,16
התאריך,16
הארוך,16
סירב,16
הלימודים,16
המזרחית,16
בגין,16
ספטמבר,16
תומכי,16
ביוון,16
לאי,16
מייצגים,16
רצון,16
בשלוש,16
שהדבר,16
בתוכו,16
חומרים,16
צירוף,16
זמנו,16
גרינברג,16
להתעלם,16
מרגיש,16
קהילה,16
הסוהר,16
מינכן,16
משל,16
בכתב,16
מדוייק,16
המציאות,16
צורם,16
העבר,16
מערכות,16
תרומתך,16
חלב,16
שעשיתי,16
שהוספתי,16
בספרו,16
חינם,16
עציון,16
מודרנית,16
בוש,16
תוכנה,16
מצטער,16
ספור,16
ושל,16
בעלה,16
ותו,16
חתמת,16
משלי,16
שמופיע,16
ניקוד,16
באקספלורר,16
רמות,16
מופיעות,16
יעיל,16
נתתי,16
מביך,16
בלית,16
נס,16
הרחוב,16
יבואו,16
שבתאי,16
נגיד,16
כולכם,16
מגוחכת,16
רוסי,16
קונג,16
קצה,16
למשוך,16
חמה,16
אמריקאי,16
שבעת,16
קומיקס,16
מתייחס,16
הוכחות,16
פספסתי,16
אשנה,16
אפיפיור,16
ס,16
אחפש,16
הַצְפָּנָה,16
הַחֶרְמוֹן,16
חוֹשֶׁן,16
שִׁיעוּר,15
כְּזֶה,15
מוּכָנָה,15
בֵּינְתַיִים,15
כְּלוּם,15
סִיכּוּי,15
לְתָאֵר,15
מַחֲלַת,15
לְהַחֲזִיק,15
לָמוּת,15
"אֵלֶיהָ,",15
40,15
אֶשְׂמַח,15
בְּדִיקָה,15
"נָכוֹן,",15
דּוֹפֶן,15
מְחַפֵּשׂ,15
הִצִּיעַ,15
רְגִילָה,15
סַמְכוּת,15
"הַמֶּמְשָׁלָה,",15
מְהִירָה,15
הַפְרָדָה,15
לַצִּיבּוּר,15
סִיכּוּן,15
בְּסֵדֶר,15
הַצְלָחָה,15
הַכְּנִיסָה,15
הַגִּישָׁה,15
בְּנוֹשְׂאִים,15
מָקוֹר,15
שֶׁיִּהְיוּ,15
שֶׁעֲדַיִין,15
יָדָהּ,15
מִכְּדֵי,15
לְהַזְמִין,15
הָאַחֲרוֹן.,15
שְׁבוּעַיִים,15
שֶׁנִּרְאֶה,15
מוּמְלָץ,15
לְיוֹם,15
כָּבֵד,15
מִכָּךְ,15
בְּנִיסָּיוֹן,15
מוּכָּר,15
חֲשָׁשׁ,15
לְחַכּוֹת,15
הֶעֱרִיךְ,15
מְהַוֶּוה,15
נְמוּכָה,15
הַחֲדָשׁוֹת,15
הָרִשְׁמִי,15
לִבְחוֹן,15
לַמְּדִינָה,15
אָמֵרִיקָה,15
הַפְּגִיעָה,15
בַּאֲשֶׁר,15
שֶׁעָבְרָה,15
לְאַחַת,15
שֶׁאִי,15
עֲבֵירָה,15
יַעֲקֹב,15
דַּעְתּוֹ,15
לְצַיֵּין,15
לִזְכּוֹת,15
שִׁוְויוֹן,15
יְסוֹד,15
הַתְּרוּפוֹת,15
מָוֶות,15
הָעֵת,15
"אֲחֵרוֹת,",15
חֲשִׂיפָה,15
נִמְצְאוּ,15
עוֹסְקִים,15
עֲנָק,15
קַיָּימוֹת,15
הַמַּשְׁמָעוּת,15
שֶׁבָּהֶן,15
מוּדָע,15
לְהַחֲזִיר,15
לְסִיּוּעַ,15
הַיּוֹתֵר,15
מִסָּבִיב,15
"הַגָּדוֹל,",15
הַסִּיכּוּי,15
מִמֶּנּוּ.,15
"נוֹסָפוֹת,",15
הֵבִינָה,15
מָצְאָה,15
חָזְרָה,15
רוֹפֵא,15
בְּפוֹעַל,15
מִילְיוֹנֵי,15
מְשׁוּתֶּפֶת,15
"אַגַּב,",15
הִצִּיג,15
הָעוֹבְדִים,15
בְּעַצְמוֹ,15
הוֹפִיעַ,15
שַׂחְקָנִים,15
יְלָדִים.,15
עַשְׂרוֹת,15
"שָׁ""ס",15
חֶלְקִיקִים,15
תְּחִילָּה,15
קוֹלוֹת,15
נִשְׁמַע,15
יָדְעָה,15
מוֹעֵד,15
כְּנִיסָה,15
"מַשֶּׁהוּ,",15
קוֹרוֹנָה,15
אֶצְלֵנוּ,15
הַשַּׁעַר,15
עֲשׂוּיִים,15
מוּצְרֵי,15
לִבְרִיאוּת,15
מוּבָן,15
עוֹסֵק,15
לְרַבּוֹת,15
אָמַר.,15
הַכְשָׁרָה,15
הַמֶּרְכָּזִית,15
לְמַדַּי,15
מִכֶּם,15
הַחִיסּוּן,15
בְּתַהֲלִיךְ,15
הַחוּצָה,15
בְּשִׁיתּוּף,15
מַסַּע,15
עֵץ,15
עוֹבֶרֶת,15
בְּרֵאשִׁית,15
הַמּוּזִיקָה,15
תַּקָּלָה,15
גּוֹדֶל,15
הִנִּיחַ,15
חֲזָקָה,15
"פַּעַם,",15
שֶׁאִישׁ,15
בִּירוּשָׁלַיִם.,15
הִתְנַגְּדוּת,15
בָּעִיר.,15
הָאַקְלִים,15
עוֹבְדֵי,15
גּוֹרֶן,15
לְהִכָּנֵס,15
הַפּוֹרְנוֹגְרַפְיָה.,15
הַמִּינִיּוּת,15
יֶשְׁנָן,15
בְּעֵינֵי,15
לְאָחוֹר,15
"קִינְג,",15
לִזְכוּיוֹת,15
תּוֹרָה,15
הַתַּחְבּוּרָה,15
מִקּוּפַּת,15
בְּקוּפַּת,15
נִפְגְּעֵי,15
לְאַתֵּר,15
הַבָּאִים:,15
מָאלָה,15
בַּקְבּוּקִים,15
קולומביה,15
לענייני,15
ללימודי,15
פסיכולוגיה,15
מרוקו,15
בינלאומיים,15
מצביעים,15
בויקישיתוף,15
שאנו,15
נוטה,15
לזכות,15
בבסיס,15
מעניינים,15
וברוך,15
מסוגו,15
ג'ויס,15
ימצאו,15
יגאל,15
מעולה,15
לימד,15
השלושה,15
בחייו,15
להשאר,15
הנבחרות,15
וקיבל,15
התאחדות,15
ישעיהו,15
נציג,15
אחריות,15
דמוקרטית,15
מצא,15
לדברי,15
הנבחרים,15
תקדים,15
פתחתי,15
הגרמני,15
ובעל,15
לאלתר,15
בשעות,15
היי,15
והנה,15
שכולם,15
צ'ילה,15
חברתיים,15
לאסוף,15
ידעו,15
הקרן,15
סייעה,15
ידיעות,15
לשנה,15
מחלקת,15
הגדרת,15
גידול,15
היווה,15
ההיסטורי,15
ברובע,15
הוסרו,15
התושבים,15
כמדומני,15
לעצור,15
מבלי,15
כתבי,15
המקביל,15
יצירתו,15
בכנסת,15
קלים,15
לביצוע,15
בתשובה,15
החליטה,15
לניו,15
חמורים,15
מייד,15
פנימיים,15
לסמן,15
יהודיים,15
מחבר,15
אוגנדה,15
מתבצע,15
מהלך,15
האזרחים,15
ביקור,15
מוכרים,15
חגיגות,15
בידך,15
בנות,15
בעיקרון,15
מורכבת,15
שחשוב,15
מעורב,15
בשמו,15
לנצרות,15
הטיעונים,15
שכתבו,15
לגיטימית,15
למדתי,15
להיסטוריה,15
הקתדרלה,15
האירועים,15
מאפשרת,15
אנונימי,15
תום,15
חזית,15
לסיכום,15
תשעה,15
אביה,15
למחות,15
אליהו,15
לאמת,15
המדריך,15
ליהודים,15
מכירים,15
התלבטות,15
חלוקות,15
שירצה,15
מסווג,15
חצר,15
נכונים,15
המפעיל,15
מהתבנית,15
לארכב,15
קשים,15
הגשר,15
חבריו,15
בדיחות,15
עונות,15
גפן,15
פניתי,15
ניסו,15
שופר,15
תקופות,15
במאי,15
התכוונת,15
נדיר,15
גרוס,15
נשארו,15
קלפים,15
הטעות,15
עשויה,15
רבן,15
גמליאל,15
המוסד,15
השפות,15
נולדו,15
עמיחי,15
עולים,15
הבל,15
מעניינת,15
ישן,15
מאפיין,15
שנקרא,15
קובע,15
בתולדות,15
למנות,15
למקור,15
התעתיק,15
החוף,15
תוכנן,15
הבהרת,15
בוצע,15
דיוק,15
בשבת,15
פינלנד,15
שבהן,15
בצפת,15
כפולה,15
לקח,15
ישר,15
התכוון,15
פיין,15
בקשות,15
לחימה,15
עיבוד,15
נעשית,15
צרפתי,15
להקים,15
"יו""ר",15
מורשת,15
הבחינות,15
בושה,15
לרדת,15
טאו,15
מתקשה,15
שלילית,15
איור,15
זרמים,15
במקורות,15
לדעתו,15
ארמסטרונג,15
ירוק,15
חייה,15
השתתפה,15
הרחבה,15
וניתן,15
מוגבל,15
בתורה,15
שהתמונה,15
תא,15
סמלים,15
הפרקים,15
בילדותו,15
ואשמח,15
טבעי,15
אבדוק,15
משותף,15
בעיניך,15
בנאי,15
השמונים,15
במדבר,15
שנמצא,15
נצרות,15
שטחים,15
בסעיף,15
השחית,15
יסוד,15
הדת,15
גנאי,15
שילוב,15
נינצ'ה,15
מערכים,15
"ט""ו",15
ניוטון,15
ז'אן,15
גרוזיה,15
פסיקה,15
השכתוב,15
רכב,15
אבסורד,15
פלסטינים,15
סקס,15
גילה,15
התחלה,15
להרחבה,15
קסטנר,15
הזכרים,15
קצב,15
היסטוריות,15
נשוי,15
נחמן,15
הדוגמה,15
גורדון,15
עובדתי,15
מועתק,15
גרף,15
שולח,15
דודו,15
שחזור,15
מרמז,15
לבעיה,15
ותודה,15
להשוות,15
תיבות,15
נהדר,15
ניהל,15
חלוץ,15
תם,15
שובו,15
מאיזה,15
זר,15
הוצגה,15
חוזה,15
פקודה,15
אחותו,15
דוחה,15
קריטי,15
צבעי,15
וחוץ,15
קדימה,15
יוסי,15
ויקרא,15
הָאן,15
הָאוֹפַן,15
הַתֵּאוֹרְיָה,15
זָרִים,15
אוֹרְחוֹת,15
נְהָרָה,15
וְהַהֲגִּירָה,15
הֲלִיכָה,14
נוֹרָא,14
הַמַּבָּט,14
"בָּהּ,",14
לַדֶּרֶךְ,14
וְאַבָּא,14
מַצִּיעַ,14
אֵלֵינוּ,14
בַּחֶדֶר,14
בַּבּוֹקֶר,14
וְאַחַר,14
קָשׁוֹת,14
גַּן,14
נַעֲשֶׂה,14
הַסִּיבּוֹת,14
מַעֲשֶׂה,14
נִיתֶּנֶת,14
בְּמַבָּט,14
שֶׁהָיְתָה,14
אֲמִיתִּי,14
נֶאֱמַר,14
מְסַפְּרִים,14
נוֹתְנִים,14
וְכַמּוּבָן,14
שׁוּרָה,14
לְדַעְתִּי,14
קִיבְּלָה,14
בַּבַּיִת.,14
מַתְאִים,14
בְּשָׁנָה,14
הִתְחִילָה,14
הַנּוֹשְׂאִים,14
לַמֶּמְשָׁלָה,14
(אוֹ,14
נוֹעַד,14
מִשְׁתַּמֵּשׁ,14
רֵאשִׁית,14
בְּחַיֵּי,14
מִשְׂחָקִים,14
"הַיְּלָדִים,",14
הַמַּחְשֵׁב,14
לְהַשְׁאִיר,14
"אָז,",14
כְּזוֹ,14
וּבִמְיוּחָד,14
לְעִתִּים,14
נֶזֶק,14
לִרְכּוֹשׁ,14
שֶׁקֶל.,14
מְבוּגָּר,14
זְקוּקִים,14
בְּבַיִת,14
קָרְאוּ,14
זֶה?,14
לַיְּלָדִים,14
הַקוֹרוֹנָה,14
צָפוּי,14
מַגָּע,14
כְּלַל,14
וּבָהֶם,14
לְגִיל,14
לִסְגּוֹר,14
אֵירוּעִים,14
בָּאָרֶץ.,14
"יוֹם,",14
מְשִׁיכָה,14
עַצְמֵנוּ,14
הַשְּׁלִישִׁית,14
הָאוּכְלוּסִיָּיה,14
בְּנֶשֶׁק,14
מַפְתֵּחַ,14
מִשְׂחָק,14
הַבֵּינְלְאוּמִּי,14
"ת""א",14
פְּתִיחַת,14
מַאֲמִינִים,14
נִבְחַר,14
שִׂיא,14
בְּסִיכּוּן,14
לָדוּן,14
יוֹם.,14
תְּרוּפָה,14
לַשְּׁאֵלָה,14
בְּהַשְׁוָואָה,14
הֶחָל,14
הַתּוֹצָאָה,14
עָצוּם,14
סִפְרוּת,14
"""זוֹ",14
מוֹצְאִים,14
"יְהוּדָה,",14
סִיּוּעַ,14
זָר,14
יֶשְׁנָהּ,14
הִשְׁתַּמֵּשׁ,14
קָם,14
הָרִאשׁוֹן.,14
כָּלְשֶׁהִי,14
עֲלוּלִים,14
רָצוֹן,14
מוֹבִיל,14
גַּל,14
"לֵב,",14
חוֹב,14
לִשְׁתֵּי,14
הַעֲרָכָה,14
פִּיתּוּחַ,14
הַלִּיגָה,14
חוֹזֶה,14
הַסְּפָרַדִּי,14
מִכָּאן,14
הַפּוֹלִיטִית,14
הַחֲקִיקָה,14
שִׁיתּוּף,14
לְיִשְׂרָאֵל.,14
גִּילָּה,14
בְּחִירוֹת,14
בִּמְדִינוֹת,14
הַעֲבָרַת,14
עַכְשָׁיו.,14
בָּשָׂר,14
בְּמֶרְחָק,14
הִגַּעְנוּ,14
בִּשְׁעוֹת,14
בְּחַיָּיו,14
אֵינֶנִּי,14
פּוֹגַעַת,14
בְּתַאֲרִיךְ,14
בְּלֵב,14
בּוּשׁ,14
אָן,14
מִקְצוֹעַ,14
רָצְתָה,14
הַשּׁוֹאָה,14
הַמְּכַהֵן,14
זוּגוֹת,14
נִיכָּר,14
הַדְּמוּיוֹת,14
שֶׁעָבְרוּ,14
מְלוֹא,14
הַחוֹב,14
בְּרֵאָיוֹן,14
הָעֵץ,14
"מָה,",14
מְהַוָּוה,14
סִפְרוּתִית,14
הַשְּׁנִייָּה,14
הַיַּחַס,14
"בְּיַחַד,",14
אַרְבָּעִים,14
הַחִיבּוּר,14
הַבְּעָיוֹת,14
לְהַצִּיל,14
לְהַבְחִין,14
הַשֶּׁמֶשׁ,14
הִצְטָרְפוּ,14
לְהוֹכִיחַ,14
אֲוִויר,14
טֶקְסְט,14
אוֹכֶל,14
לְגַמְרֵי.,14
אֲרוּחָה,14
אִישׁ.,14
כָּאֵלּוּ,14
אֵלּוּ.,14
פִּרְסוּם,14
הַמּוּשָּׂג,14
תּוֹר,14
יָשְׁבוּ,14
תּוֹרַת,14
אַחְרַאי,14
רֶגֶל,14
הָאָדָם.,14
אֵפֶקְט,14
חִיבּוּר,14
הָעֶצֶם,14
מַרְשִׁים,14
מֶמְשָׁלָה,14
הַחְלָטָה,14
יָדִי,14
"מְעַט,",14
רָחָב,14
נוֹעֲדָה,14
חֶלְקֵי,14
הֶחָזָק,14
לְשַׁמֵּר,14
וְהֵחֵל,14
לְאִישּׁוּר,14
בְּדֵצֶמְבֶּר,14
תּוֹצְאוֹת,14
הַר,14
אֱלִיעֶזֶר,14
הַמִּשְׁלַחַת,14
שְׁקָלִים.,14
הִשְׁתַּלְּמוּת,14
מִכּוֹחַ,14
כַּסְפִּי,14
טִיפּוּלֵי,14
"אִמָּא,",14
כְּאִלּוּ,14
הָאוֹר.,14
עַכְשָׁו,14
שֶׁלָה,14
מָשַׁךְ,14
הַחַיָל,14
יוּדָן,14
יחסים,14
שאחרי,14
שנערך,14
ניכרת,14
לרשימת,14
לנוסח,14
הטלוויזיה,14
ירודה,14
הופיעה,14
בתיאטרון,14
להגדרה,14
אינדקס,14
העיקריים,14
הפרס,14
במחקר,14
ויקיחדשות,14
הצלחת,14
למלא,14
מצומצם,14
חפירות,14
ארכאולוגיות,14
והוספתי,14
כדורסל,14
ושני,14
קשרים,14
מתקיימים,14
הויקיפדים,14
במטרה,14
הנחיות,14
לינקולן,14
שקיים,14
טורקיה,14
"לצה""ל",14
כליל,14
הכלכלי,14
בוסניה,14
נפשות,14
מספק,14
ביצעו,14
הכניסה,14
לצבור,14
ממשל,14
בחינות,14
הורה,14
שנויות,14
מבית,14
האיים,14
כישלון,14
יפתח,14
היוונית,14
הכללית,14
בהצבעות,14
נסיונות,14
יונתן,14
אוסטרליה,14
מייסדי,14
בפוליטיקה,14
הקיימים,14
הפכו,14
חפץ,14
לייצור,14
דיזנגוף,14
משלהם,14
הכיבוש,14
עלתה,14
משך,14
בהר,14
הציבורי,14
מקצה,14
הפרדה,14
בתחומי,14
מוחקים,14
הופסקה,14
החשובים,14
להכיר,14
דואר,14
נעצרו,14
הטובות,14
עבודתו,14
למדו,14
התגלו,14
משימות,14
בוודאות,14
עדות,14
תקינה,14
רלוונטיים,14
שבטים,14
הילד,14
התלמוד,14
מסורתי,14
ארצה,14
התלמידים,14
המשטרה,14
קיסר,14
פיקד,14
היחסים,14
ברלין,14
שלפנינו,14
בגביע,14
דואל,14
להקמת,14
התפתחה,14
ולהתחיל,14
הרלוונטי,14
חיוג,14
עלול,14
וחשוב,14
השמיני,14
השתמשו,14
המפורסם,14
הנוהל,14
האזרח,14
